Customer_ID,Loan Amount
C-7436,40954.265165174824
C-47049,58100.95710057088
C-22287,35569.33889190154
C-27269,40088.00509297336
C-19467,22217.51299378949
C-29739,10652.769600310643
C-44618,10661.434234162092
C-30019,35897.91932356219
C-42491,77505.97516580096
C-49524,7831.764887161887
C-23736,77532.64064735796
C-20770,91503.28052088144
C-29554,24769.44302337394
C-44460,30866.790403718973
C-15804,47641.862039418054
C-21916,46951.83256701091
C-25190,178924.4999683952
C-47926,23082.27955096349
C-36498,82364.66833722228
C-39426,44491.516514070514
C-15427,105060.21344832392
C-35176,33992.7064903573
C-27248,38906.62146613459
C-42241,83630.69091136752
C-18231,22288.61857263716
C-17956,123978.33297473939
C-7430,60315.879389151996
C-36929,68000.09139027463
C-28692,8807.943500377427
C-18333,38980.948617839094
C-3483,15696.559969430073
C-4780,38739.902939810636
C-27153,40034.80728699098
C-33493,15141.980413369984
C-15181,77316.6975982793
C-4647,78418.21746127747
C-11152,60010.7386324955
C-4631,79137.15120679609
C-34429,87340.02569075077
C-16377,86674.04007577372
C-2973,41149.15291559334
C-39888,8312.910940296948
C-41868,49149.12973598497
C-22969,24365.35930842951
C-25796,37260.57238558341
C-14377,67308.62197917045
C-21970,66068.69174973574
C-4673,24429.23162901757
C-36600,22430.80968974547
C-42842,15221.87662763162
C-19001,11945.32630179303
C-29325,148024.53010913296
C-29986,17089.092298922253
C-40678,69150.0744552726
C-35335,20360.097136910095
C-29283,20517.01176990613
C-16184,59063.20525728958
C-11719,123543.87661872122
C-21441,98650.03366237873
C-21949,37522.90938027976
C-40400,24846.085564889494
C-19891,50342.0237031684
C-42650,10256.309165132308
C-45490,9674.470290186522
C-21808,35177.26820978075
C-9276,24879.267235983603
C-33372,91589.54646795949
C-26813,47924.67581460227
C-25851,20653.705090977975
C-22247,23143.684545967993
C-15483,113043.46878287855
C-3333,59917.10782681453
C-29355,20589.947383900144
C-33202,19623.43030118858
C-21209,28119.073544814153
C-40253,18982.56854848265
C-19665,45405.105543839534
C-26387,15455.444131021306
C-23771,30126.108165818874
C-12714,12302.695802220838
C-2574,56879.76222570916
C-19429,114395.93796145558
C-30105,11615.847708829317
C-33005,42888.66810086173
C-19749,69551.17352897213
C-1460,10112.77474465292
C-44067,37989.82641672427
C-25777,40087.46938605946
C-35023,69237.17316813937
C-912,28579.70493196289
C-5999,23038.39406764272
C-20570,21877.798128867922
C-18139,71560.89994864078
C-3817,15575.542319520775
C-27109,18863.46894013358
C-27588,21987.50449216787
C-17955,101125.64532399163
C-30406,68047.28375976044
C-36615,11819.057943290754
C-28595,39071.54921576841
C-35785,25164.095800945408
C-35482,86157.9650758991
C-25739,61962.895885175734
C-20300,57595.6819499861
C-49791,108978.28087650749
C-7158,88326.86898763172
C-5782,17667.591561647474
C-29057,37030.36971819187
C-6891,17621.61749526023
C-47572,93405.83906255555
C-43373,36865.671567575184
C-28182,39044.41616695988
C-18625,30709.120124070923
C-19846,76676.56845463681
C-3274,73752.8346147746
C-12515,25591.703372848067
C-25897,51129.72817513913
C-13069,70204.71045188757
C-38477,32194.19517968792
C-43790,24208.88196657299
C-33865,105476.6777538885
C-471,8736.188233280845
C-15387,18478.012910411882
C-40290,14478.37498627044
C-23742,94683.92273455423
C-17443,87609.42476445726
C-24395,81895.735245317
C-35041,75840.60965616134
C-14024,20103.758378019113
C-18786,114191.33508398435
C-34300,66740.06159798871
C-25113,15887.495767493256
C-10732,86890.14693045663
C-1199,20057.94940241576
C-48489,20083.65460132506
C-8874,4975.200582170812
C-25900,64562.89494580912
C-45342,10509.2872225511
C-21097,61752.40277645852
C-26274,143530.23205644632
C-11364,35911.37944471001
C-3884,107211.34623434968
C-41101,86235.09160447428
C-44935,161624.09853853128
C-33143,46349.83024434541
C-25353,22190.490395357636
C-35392,46681.137552896034
C-30553,72867.01364764235
C-18760,37010.34367240257
C-25814,45664.07217300211
C-14949,42499.35189974484
C-1443,148278.83416951366
C-34569,31883.1563821125
C-40045,33600.00875316542
C-35006,15370.331419891298
C-11970,22618.32111691271
C-7220,91343.09319754488
C-34434,31019.759637212803
C-40000,49388.86545166834
C-26449,39395.53735221413
C-16498,17896.17586715626
C-38256,63141.868409650015
C-19879,58484.84860218686
C-34834,55015.305588613795
C-29495,42220.27198655311
C-30793,88183.19145274069
C-48377,49658.56423336474
C-6215,44505.054615316265
C-46669,21423.82313861016
C-15907,35497.61524694805
C-40235,56682.794131832205
C-31700,45711.726810003354
C-17336,56899.46593037456
C-49173,41043.50388089725
C-27522,105931.01899156938
C-45002,6292.937821557432
C-16884,43487.8603741521
C-49775,60604.7000555077
C-34758,33174.91752281835
C-39751,152318.34813437972
C-15146,154178.06448785908
C-19336,22498.823406391544
C-23385,42826.93524812772
C-11138,22558.113826766305
C-14189,41596.650816145695
C-47107,67707.14261668795
C-11966,65418.14060958948
C-8031,14163.728033903682
C-22862,79622.24899228208
C-5486,48002.291259570484
C-36786,34347.132629661406
C-3238,61033.57348772744
C-2457,89986.90133757163
C-9115,14020.49130368203
C-15830,145570.18958908704
C-48276,44973.487273633844
C-13593,19576.988685300304
C-14489,48621.88150402184
C-34234,110064.05968354052
C-30946,70432.19361627566
C-7040,76436.56162241679
C-23930,90511.48961515166
C-47652,12668.554078381721
C-37200,50119.764769043446
C-10034,25977.646488449656
C-21855,49902.19736148221
C-45484,45646.535614305874
C-45710,64370.59155862467
C-17159,45501.16918486363
C-4480,13405.443244240365
C-27374,26721.313548891398
C-18259,107015.53012217334
C-29519,101040.28551462333
C-41195,21333.73914175004
C-26406,39048.92647800367
C-34725,94305.0414317561
C-37699,33972.39836277839
C-35291,31356.94098851639
C-27963,42335.22892608877
C-12624,28772.193791852944
C-26181,13612.856965095489
C-13323,57624.176688802865
C-34930,62832.84804130523
C-49656,87060.35448836116
C-23430,75024.17646494336
C-49918,15670.916989958941
C-21299,49389.03029123872
C-44101,13893.604552425626
C-31540,163520.80789592135
C-42399,13713.212151887581
C-38895,24159.614639074036
C-13350,70843.72210236784
C-8528,114498.11859000706
C-39989,37446.803521836286
C-29261,47909.897360598305
C-35578,23503.600031139686
C-8233,23640.83501716475
C-35092,44627.859224428146
C-17693,65258.867178739136
C-30270,69640.19417426553
C-30675,38633.27318929989
C-21326,27939.04307388377
C-3952,62143.24653604765
C-2650,62543.08593111617
C-36757,21529.84759291388
C-15844,99018.97268469639
C-16573,38626.30781629075
C-23531,27428.036245673335
C-22584,12404.132107658652
C-44624,69801.1449411876
C-38679,23650.15083885477
C-11242,34943.90787553682
C-39071,39311.37821137805
C-12544,53574.316102378434
C-43899,21326.178114027254
C-36026,31472.258082754983
C-16541,56955.48908760762
C-637,18748.71652596774
C-43780,51386.154006552824
C-43129,27730.62268972112
C-20088,135037.2214787229
C-2777,130362.4402283579
C-10963,10674.103108481784
C-34309,36662.84320710728
C-39061,26493.7401760408
C-46817,199986.16569129354
C-46795,53123.41631076978
C-14125,64062.14508690587
C-21277,134093.2694936042
C-7444,17822.747377192936
C-26590,121397.257572694
C-38220,56768.78756756187
C-42135,107476.6790956821
C-24978,20585.78235435755
C-30642,18807.562996102988
C-34465,42910.78709883175
C-46845,39443.02716731225
C-36639,46733.096151372105
C-22113,14267.376426415
C-20939,26287.235352434083
C-42251,20476.31544072501
C-35299,91454.78151096053
C-9947,81657.91010381034
C-35551,39656.27636030963
C-10452,115120.69169222905
C-49241,57433.09995824486
C-33942,43221.71168844652
C-4377,49991.13927003742
C-46533,30364.985647368412
C-1792,14276.229579509878
C-4693,68153.05013158424
C-5677,16814.67774041657
C-43884,54517.33646942072
C-47686,89367.19918459654
C-38737,45459.448564512706
C-49286,20504.850861325885
C-49464,22996.799808728694
C-29179,133063.9853520466
C-28657,62924.16086038763
C-28283,28852.61609917152
C-12077,41199.95318552591
C-33166,33312.88432121409
C-42571,38478.09823044722
C-38730,14626.842941355411
C-14190,98044.34383766528
C-26574,74331.71841068279
C-48912,15884.36429650405
C-44692,23389.185623539164
C-25692,71762.03124703569
C-21967,42151.34824142186
C-47966,79829.58316108145
C-38648,73693.12604861677
C-38959,73176.31844287083
C-32146,15059.10876849302
C-9773,53291.531244283266
C-27146,30182.989567856566
C-43140,101045.61566668353
C-32074,126706.63897978808
C-37356,59226.28421215243
C-12335,20875.569770099984
C-9748,37839.07143776373
C-2630,31340.782642623984
C-2177,17852.048677225765
C-17321,119059.08979194968
C-34642,3629.656536025872
C-19006,61592.65345872285
C-31999,49975.99410989593
C-14604,23033.163966836728
C-20068,107450.39594498105
C-43741,77075.49126870013
C-41634,31857.377643391967
C-2053,43994.83040808452
C-25251,46091.50063694791
C-3941,21122.303001484415
C-16957,22876.43291170209
C-45468,52301.801364606865
C-22597,126230.74588239515
C-32972,15848.392046310131
C-14699,55477.9224814759
C-672,25315.310490404136
C-46049,64523.894318107705
C-140,122977.03820851831
C-27232,17655.49251537644
C-47586,59175.478153629694
C-17135,31312.2632566216
C-3006,31124.160508509813
C-31766,45685.19765606906
C-21456,22993.331708131653
C-30643,96863.40657843053
C-6640,33995.67463283025
C-41269,21961.85428209323
C-10983,32473.248942673188
C-28169,38033.6839131398
C-14780,15015.212664574936
C-23998,33330.55054912871
C-32785,77186.18122265635
C-49068,27070.870003984117
C-33004,43122.334836278
C-41137,21401.58395742694
C-30447,43001.33098559296
C-34959,36436.42548935249
C-8756,22586.53974978493
C-39534,19953.925381416146
C-41586,72788.73756853613
C-45174,70801.64650639327
C-10150,44218.79642257743
C-31454,104343.37624284388
C-1032,14542.026791617622
C-30683,51160.17966600972
C-47268,50998.3861170992
C-3174,72678.64545507469
C-35338,209942.93120326608
C-28163,103804.31183357205
C-22365,43068.02749109791
C-48304,20649.48506138525
C-5515,20407.789012209127
C-803,52229.94942615433
C-36248,56249.60951420881
C-8258,33976.56756729659
C-44878,19457.916184106907
C-3201,68972.8317024879
C-27062,41945.25008299698
C-24367,20651.834657958665
C-45908,37596.009200454995
C-33914,16973.432271118
C-41486,42945.54013199337
C-49961,131832.64732123577
C-21413,90363.24955289724
C-25357,14980.898121462002
C-32829,37550.78616749687
C-11369,31210.21891185034
C-16651,47851.140884243294
C-34230,18968.445886744954
C-5561,21825.42904105921
C-43405,13489.268591069751
C-890,48917.56851044524
C-7667,25376.697954078645
C-39003,23228.410817521573
C-6111,167707.92605069163
C-45378,19343.214595140485
C-22368,58011.901293938674
C-24513,58273.56116763198
C-29268,34377.84620793227
C-25143,111738.87871959095
C-47851,22019.316112774122
C-4938,18387.847453862898
C-45037,23355.680264134156
C-4424,28308.758336661405
C-41533,93543.90604590095
C-41810,96174.83777423397
C-15787,22537.528093987745
C-46687,26958.20610085912
C-24409,91403.53214499397
C-31823,55401.55465801265
C-25354,52576.84978475689
C-37878,65559.52609573276
C-34400,55556.355284518635
C-35435,19313.990760491175
C-49809,23108.64664745154
C-5725,21846.718605462742
C-32999,21210.988841597773
C-42629,54774.416550095564
C-43109,34174.91992566196
C-37902,49327.51637034011
C-23116,22487.040284728417
C-5801,28383.000120564415
C-21124,50826.729951825655
C-161,83177.41494087652
C-48945,12434.142681083838
C-34978,22122.063256358502
C-9952,114065.8710865459
C-31935,83142.74400729724
C-18537,26446.90440253869
C-36802,171846.57243800384
C-205,75764.1766569097
C-20408,25182.3721514148
C-30656,22267.42292004569
C-24105,20518.3731720937
C-1866,214670.34797733623
C-24169,59192.970903975794
C-46557,25018.03493963111
C-15591,35300.87752346038
C-12276,35975.50983861688
C-23820,12466.229367745496
C-47040,37917.55574604403
C-31701,43695.905336122516
C-30431,17113.719135769697
C-49181,64284.54500047807
C-37338,18035.686262468604
C-24335,89294.3465560597
C-34074,117067.16001285479
C-8025,23474.198829787307
C-15287,70168.21810384792
C-12842,20881.419402929456
C-9764,28769.646133526716
C-33106,38571.39884590558
C-42973,17077.807181635995
C-19652,132501.73185322335
C-42262,100009.78982216284
C-15964,21345.152861139486
C-6258,42343.2912906818
C-42312,58264.92971083669
C-1309,25461.139436245205
C-17139,60657.94529006817
C-13343,40786.657006652684
C-43947,143837.7947629543
C-41893,68595.78776897714
C-42759,63438.91860467516
C-42440,25829.51677832055
C-24003,84574.28148195552
C-30967,18790.594033006626
C-44007,150838.49167190655
C-453,40060.466018382744
C-45248,24211.91213748134
C-6067,16767.386881190105
C-30442,66746.95603824798
C-47016,67108.65641700287
C-25133,132174.78365181547
C-12835,61143.72523658324
C-2833,48577.484039423376
C-288,13673.073978565842
C-23438,179409.01292818345
C-29312,52412.41425135903
C-19946,76032.76260811366
C-18808,91541.87205809749
C-38956,38444.09691946374
C-12843,41054.722790145075
C-6996,66418.15479476927
C-39215,18862.308552696308
C-30107,76111.40553797153
C-1573,34994.00876369316
C-8410,21366.336324352313
C-6851,21375.39203261113
C-45514,15117.402016962107
C-25418,30390.41966809279
C-9408,32833.95835153284
C-28491,78753.1551016231
C-25688,36354.04021214536
C-38458,24826.615788913343
C-19433,35392.26726406588
C-28752,52694.708732904066
C-28695,32362.6568635544
C-49483,12964.970839493366
C-8492,89658.38743629609
C-1911,34719.824894205034
C-8890,59869.737996563475
C-20697,41315.26503099665
C-39555,11488.103640650934
C-48429,59246.27647277372
C-27750,40697.13022318444
C-21926,55279.76517680224
C-1120,80521.1001181779
C-19244,27232.115566297216
C-25762,39520.211993207035
C-49965,40840.82281207458
C-15062,10850.268781827148
C-27951,21793.36014721752
C-28250,61340.243159681144
C-33032,11245.759608081242
C-11379,8858.61562553655
C-27667,38008.38805955955
C-21724,22703.418232978278
C-24671,30651.77205823149
C-16249,17622.7529565771
C-22832,33514.45168766568
C-16305,21513.41660658095
C-40360,9204.333706823449
C-26003,15810.795515902271
C-3631,15802.90158319324
C-11435,17388.746095384828
C-78,20119.551736292386
C-27787,54840.40170274418
C-28763,72505.71578935374
C-30873,49665.20250869637
C-41447,52908.94927074718
C-24138,46880.46709706004
C-299,10698.764401580485
C-30869,22814.28901103526
C-10199,27307.222091454063
C-11111,50442.47981984077
C-210,12051.071948987816
C-10676,54689.73279644531
C-21539,22690.190835797308
C-24344,21349.359424387058
C-1640,44728.418723422415
C-48589,110587.08017623049
C-40962,33457.780762966846
C-5644,44634.45085236164
C-31244,59558.6303907849
C-18671,170477.73175820438
C-20777,76130.41304332804
C-25619,15678.325326080148
C-43706,26574.293542018986
C-13117,43388.80424134798
C-410,72437.85538402785
C-15404,21398.393217537407
C-21359,31785.108987823187
C-8134,68216.79965740278
C-37123,49586.39962773527
C-40361,49383.14314423403
C-25305,75042.55748819289
C-19855,16569.843560309993
C-31366,42532.99501396604
C-49325,39381.05818390431
C-16697,68863.87596828511
C-13053,39014.61522234118
C-22184,28730.589746517202
C-46101,20667.83332557403
C-30278,105767.3327261361
C-19502,21127.848829701627
C-4256,12642.317603179266
C-17018,37990.82099035185
C-3144,15743.581422460577
C-38025,23586.158204166793
C-35098,24464.126687977372
C-9794,14669.070226853699
C-19202,68344.76188438668
C-9129,42667.846104381315
C-5460,45161.49884335223
C-11167,37690.06468040979
C-41713,34892.33187856954
C-47386,27955.59265767147
C-12087,12265.870104106767
C-28669,83894.54740523179
C-8458,38166.643828916014
C-7760,18467.97705254826
C-11553,97294.47301300893
C-7806,10769.441408047986
C-28577,75078.74280487355
C-38142,33380.21220036438
C-4850,66049.73135796437
C-27369,24508.832205557665
C-31299,19474.728346687934
C-25532,73085.98432818525
C-8750,84403.0347025923
C-22510,79842.69917805304
C-43287,55255.50318653363
C-31770,53610.62618569483
C-23076,117782.8038891393
C-37092,25823.609271694466
C-25169,21060.01644868615
C-19765,14018.477734696113
C-21385,20917.1114246397
C-8531,94701.27506662173
C-14111,70798.78290460208
C-38592,91078.84628763454
C-59,51042.92259325899
C-1058,35347.95512099528
C-2663,69404.8671670651
C-4629,92396.12739082579
C-11986,74803.85836308896
C-7705,81140.66992654075
C-32072,21294.80019611633
C-15618,13350.343189192865
C-7850,38471.493013029525
C-45565,54436.86208860946
C-48736,43389.22830514203
C-22094,98923.69091008298
C-16824,20242.81324539263
C-42756,27052.728525472183
C-8148,119222.94386973722
C-46366,47298.67686680771
C-17049,100188.09484422344
C-26975,43449.565007565485
C-15557,29432.437050884244
C-48850,73916.24602831791
C-20135,75194.08117830109
C-18546,41228.08039707004
C-7721,26279.035081471273
C-40679,87910.6555823766
C-23148,71490.40055742167
C-39305,193994.1658546342
C-40380,14911.479639103165
C-33666,27383.707373875743
C-31101,72070.9092455018
C-42191,23577.601520414613
C-6224,13012.71485516967
C-38338,21315.224111386684
C-15187,27043.57207751209
C-37107,58186.62331885441
C-9365,7451.004523311117
C-4799,17811.561136275985
C-20040,65177.17993589632
C-2533,62649.67061166751
C-28511,30608.322473716227
C-32383,17632.952529484966
C-9611,19309.11956329724
C-48199,39309.44087186044
C-23637,119420.64587458139
C-20080,71697.07371867554
C-10376,33767.107327070364
C-44450,40819.02774739084
C-37976,71208.98676694356
C-48061,20691.029542948112
C-43074,77646.99349699753
C-38148,60728.63643171282
C-17455,14931.600779414064
C-641,66855.22946305262
C-14173,29953.520337847232
C-9056,15389.242363677542
C-44025,46012.5706324484
C-10781,45119.081848501744
C-780,125035.94590537992
C-6374,14692.696111947113
C-7651,74892.26603795853
C-43510,53811.328097225545
C-39469,85129.06194068963
C-2037,20022.69839306106
C-21754,51956.286115407194
C-18926,70017.84043639338
C-40782,21734.95219325456
C-24420,23307.976624720377
C-45745,13994.696075901556
C-24770,116648.0969299261
C-20773,64930.21606818019
C-19601,15764.319281280394
C-26022,35555.40599522674
C-41623,30373.638565991136
C-4539,25950.98954902645
C-22580,35384.27363209341
C-4471,84309.00546506555
C-41797,19353.65751698654
C-33346,40092.383155631534
C-45997,18593.533393477588
C-12696,23737.458351444144
C-10009,14396.247707194345
C-40224,30864.207401230928
C-38099,86741.47490476181
C-8541,72780.94640254907
C-33399,72774.08541084609
C-33823,36775.152337729945
C-40168,77965.86588425317
C-29151,95143.34218728617
C-31319,66179.00922977306
C-1495,35001.42634196498
C-6213,17747.35796021226
C-22429,70022.81273605114
C-18053,34047.46139958377
C-9279,89480.65288414682
C-48302,13951.813854745387
C-70,14274.30708318545
C-41230,103636.06084808147
C-2453,93653.39985504905
C-12749,15656.404202802229
C-43288,114783.92937608493
C-40472,7617.886262531988
C-45871,19357.685707011864
C-44739,9018.240687744445
C-49821,188062.08072954256
C-31867,104486.15987974082
C-44889,41969.47152331295
C-610,46403.24773330309
C-44944,44996.76408042803
C-25508,44089.167371803655
C-21395,17384.702293407052
C-14350,76048.25694597831
C-578,27958.377631269148
C-31660,67544.8541921393
C-10816,32768.79037656823
C-35663,43180.743400070176
C-43857,10959.572247387861
C-41768,13800.629116669554
C-5132,22655.040876979776
C-15020,33737.12546643652
C-9227,46919.011254514146
C-23073,48171.76805271261
C-25483,22821.968029424934
C-31057,47558.6871835919
C-49107,29739.25073596628
C-31724,78595.91531641452
C-13638,58427.94204508287
C-16213,61514.334496583804
C-1195,35746.56683802054
C-18357,29153.019836108462
C-25270,38445.98961436638
C-29778,42669.97095007329
C-14142,103752.5153742447
C-3479,17104.159147005354
C-26219,75360.98236573407
C-43226,10990.236606625755
C-36575,53437.019909423674
C-3604,18664.391894025895
C-38376,59873.864815561676
C-40375,55299.493375627666
C-18010,63761.88626205007
C-22037,77632.60838944856
C-3721,17607.634808987368
C-38283,60517.301985439415
C-26875,10742.736950134815
C-6200,22952.124534508817
C-17661,131950.81956894003
C-27431,21783.80591279257
C-45155,34311.163791719344
C-7716,30616.0654758503
C-7975,27064.021215384837
C-19777,52990.43654063029
C-35064,18278.07006851148
C-18128,58003.992100161806
C-33089,43069.81653434809
C-23879,84688.55773773743
C-33864,118904.53460652014
C-5021,31201.129891886685
C-12343,39533.278169663536
C-12251,35784.754019630396
C-49393,51428.91958959043
C-1957,46191.674409804415
C-1008,56626.385738455334
C-8404,48176.30121664103
C-13570,56688.360820388436
C-39,35928.21832796221
C-38753,102834.35664440415
C-26548,17934.138817726693
C-49777,35223.80054250956
C-18162,32814.86497183373
C-155,15391.527711357987
C-19182,37702.61587002833
C-20026,116320.7512340397
C-5102,21425.17991676533
C-28817,50940.70885627894
C-27961,71263.29347137507
C-22426,90939.71960116083
C-28308,58976.399894560716
C-6042,51439.1415266443
C-19764,25951.904014329662
C-47219,61880.05064671981
C-365,82873.84555296962
C-15920,7363.801179593605
C-31009,10306.532548115218
C-7562,19321.612090527524
C-19901,23025.774219243496
C-26115,64910.77054416349
C-18858,62660.380730354336
C-2114,41663.84152873459
C-12802,23415.188817521503
C-39995,19981.683793126096
C-46162,29018.308686533645
C-17728,24564.134752910806
C-27177,46041.9858347863
C-30825,14759.681130456855
C-2927,38670.099858944115
C-45625,54624.481821183064
C-9812,59945.60471367539
C-42814,60442.67116545276
